{F799167A-933D-4A33-8823-01CB7CFD43BB}","41950","1995-06-30 00:00","S20 2QW","S","N","F","5","","MILBURN COURT","SOTHALL","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE","A
{F92BFA2D-E063-44E4-97C2-01CB94EF4288}","215000","1995-03-10 00:00","NW1 9UB","T","N","F","80","","MARQUIS ROAD","LONDON","LONDON","CAMDEN","GREATER LONDON","A
{252D6C72-6445-4EB8-9D08-01CBA4FA3237}","94000","1995-09-01 00:00","RG26 3UR","D","N","F","18","","RAMPTONS MEADOW","TADLEY","TADLEY","BASINGSTOKE AND DEANE","HAMPSHIRE","A
{EC4302F9-3402-41D9-B247-01CBC012CD57}","70500","1995-03-24 00:00","CV35 9RZ","D","N","F","5","","BROOKSIDE AVENUE","WELLESBOURNE","WARWICK","STRATFORD-ON-AVON","WARWICKSHIRE","A
{B4B39FAC-550D-41BD-BDD6-01CBDF03A02B}","26000","1995-12-18 00:00","SR4 7DY","T","N","F","11","","HOUGHTON STREET","SUNDERLAND","SUNDERLAND","SUNDERLAND","TYNE AND WEAR","A
{A14B577B-B6B5-4008-A28C-01CBF7C17045}","37500","1995-08-31 00:00","LE14 3YP","S","N","F","23","","WHITLOCK WAY","ASFORDBY","MELTON MOWBRAY","MELTON","LEICESTERSHIRE","A
{280CF787-2027-4431-A00E-01CC13C89986}","60000","1995-06-23 00:00","SP10 1JG","S","N","F","43","","VALENCIA WAY","ANDOVER","ANDOVER","TEST VALLEY","HAMPSHIRE","A
{22029C68-4549-485C-A076-01CC26F14BA3}","40000","1995-03-24 00:00","LL34 6RW","S","N","F","70","","GWYNAN PARK","DWYGYFYLCHI","PENMAENMAWR","ABERCONWY","GWYNEDD","A
{1F073FD2-BB0C-47DD-85C7-01CC31874D35}","51500","1995-02-24 00:00","TA4 3NJ","T","N","F","22","","HAMBER LEA","BISHOPS LYDEARD","TAUNTON","TAUNTON DEANE","SOMERSET","A
{EF55043A-114B-40BE-98F5-01CC4D74D49D}","30500","1995-11-30 00:00","LU4 9JG","S","N","F","31","","MONTAGUE AVENUE","LUTON","LUTON","LUTON","LUTON","A
